RegionName,State,Metro,CountyName,SizeRank,Jan-19,Feb-19,Mar-19,Apr-19,May-19
New Canaan,CT,Bridgeport-Stamford-Norwalk,Fairfield County,2735,1499500,1500000,1587000,1524500,1495000
Pendleton,OR,Hermiston-Pendleton,Umatilla County,2736,224950,226450,228000,240000,239950
Laurens,SC,Greenville-Anderson-Mauldin,Laurens County,2737,125000,127900,138950,141000,149900
Perry,FL,,Taylor County,2738,137000,136950,143500,148750,145000
Crestwood,KY,Louisville/Jefferson County,Oldham County,2739,382425,371975,377450,375000,389900
Scottsboro,AL,Scottsboro,Jackson County,2740,189900,179900,192800,179900,176850
Denver,NC,Charlotte-Concord-Gastonia,Lincoln County,2741,349450,354195,355000,369950,379990
Corinth,TX,Dallas-Fort Worth-Arlington,Denton County,2741,316007.5,299999,304950,321490,319000
Sachse,TX,Dallas-Fort Worth-Arlington,Dallas County,2743,380000,375000,373750,379949.5,365000
Florence,MS,Jackson,Rankin County,2744,189450,178950,174900,174900,169950
Pelham,AL,Birmingham-Hoover,Shelby County,2745,293450,294262.5,297000,296950,290210
Forest City,NC,Forest City,Rutherford County,2746,134900,134500,129700,131450,131200
Healdsburg,CA,Santa Rosa,Sonoma County,2747,912000,997000,1100000,1097500,1058500
Chevy Chase,MD,Washington-Arlington-Alexandria,Montgomery County,2748,1135000,1117499.5,1197000,1295000,1319000
Fairmont,WV,Fairmont,Marion County,2749,134900,134900,132450,134900,139000
Ferndale,MI,Detroit-Warren-Dearborn,Oakland County,2750,184950,192450,199900,2.00E+05,224500
Elmwood Park,NJ,New York-Newark-Jersey City,Bergen County,2751,394000,394000,382500,399000,362499.5
Lomita,CA,Los Angeles-Long Beach-Anaheim,Los Angeles County,2752,649000,684950,669000,669000,669450
Hopewell,NJ,Trenton,Mercer County,2752,499450,5.00E+05,504500,509450,529900
Payson,AZ,Payson,Gila County,2754,329000,347000,329000,335000,324900
Bloomfield,CT,Hartford-West Hartford-East Hartford,Hartford County,2755,218500,226999,229000,229500,229500
Penn,PA,Pittsburgh,Westmoreland County,2756,212000,209950,224950,250000,239900
Douglas,AZ,Sierra Vista-Douglas,Cochise County,2757,125000,120000,127000,127900,127000
North Wilkesboro,NC,North Wilkesboro,Wilkes County,2758,149000,139900,139900,149900,149900
Troutdale,OR,Portland-Vancouver-Hillsboro,Multnomah County,2759,385450,378450,385900,374950,359900
Hazlet,NJ,New York-Newark-Jersey City,Monmouth County,2760,349900,347450,339900,355000,359000
Ozark,AL,Ozark,Dale County,2761,99900,99900,99900,101400,107450
Paris,TN,Paris,Henry County,2762,144735,135700,139900,139900,142450
Hanahan,SC,Charleston-North Charleston,Berkeley County,2763,279000,275000,279700,289000,277000
Eatonton,GA,,Putnam County,2764,310000,319950,319900,320000,309000
Montgomery,IL,Chicago-Naperville-Elgin,Kendall County,2765,189900,189990,195995,205000,209499.5
Loudon,TN,Knoxville,Loudon County,2766,369900,365000,359000,387900,379000
Marquette,MI,Marquette,Marquette County,2767,249900,284450,249900,249900,239900
Waxhaw,NC,Charlotte-Concord-Gastonia,Union County,2768,358990,350000,344900,345900,350990
Evans,CO,Greeley,Weld County,2769,265000,295000,305000,305000,305000
Las Vegas,NM,Las Vegas,San Miguel County,2770,175000,165000,163750,162250,165000
Ashland,KY,Huntington-Ashland,Boyd County,2771,109700,109900,112400,121900,114950
Perry,GA,Warner Robins,Houston County,2772,217400,214900,214690,201400,190400
Mountlake Terrace,WA,Seattle-Tacoma-Bellevue,Snohomish County,2773,424990,424990,430000,429900,420000
Harrodsburg,KY,,Mercer County,2774,148500,148500,139900,145000,148000
Ojai,CA,Oxnard-Thousand Oaks-Ventura,Ventura County,2775,825000,799000,780000,820000,844000
Universal City,TX,San Antonio-New Braunfels,Bexar County,2776,211000,205000,209900,215000,215900
Alpena,MI,Alpena,Alpena County,2777,89500,95000,97500,105000,102950
Gardner,MA,Worcester,Worcester County,2778,219900,212900,219900,229950,239900
Hyattsville,MD,Washington-Arlington-Alexandria,Prince Georges County,2778,339900,345900,350000,349900,347000
Rutland,VT,Rutland,Rutland County,2780,172500,176000,178900,179900,175000
South Milwaukee,WI,Milwaukee-Waukesha-West Allis,Milwaukee County,2781,150000,149950,157000,171500,179900
Rincon,GA,Savannah,Effingham County,2782,205950,209900,210950,213509.5,205950
Lansdale,PA,Philadelphia-Camden-Wilmington,Montgomery County,2783,259800,259850,259900,283500,274950
Fresno,TX,Houston-The Woodlands-Sugar Land,Fort Bend County,2784,234900,232990,233990,225000,220990
Coalinga,CA,Fresno,Fresno County,2785,224900,205000,215000,235437.5,232950
Niles,OH,Youngstown-Warren-Boardman,Trumbull County,2786,74900,70450,71900,73950,69900
Lathrop,CA,Stockton-Lodi,San Joaquin County,2787,464250,471400,458430.5,463500,473900
Chippewa Falls,WI,Eau Claire,Chippewa County,2788,219900,229900,239900,199900,197500
Northfield,OH,Akron,Summit County,2789,159900,164900,159900,168750,181450
Affton,MO,St. Louis,Saint Louis County,2790,150000,147500,147750,149900,149950
Lysander,NY,Syracuse,Onondaga County,2791,249900,248450,248900,246400,247900
Clanton,AL,Birmingham-Hoover,Chilton County,2792,169699.5,179900,179900,179900,166400
Lynden,WA,Bellingham,Whatcom County,2793,368900,360000,365000,376450,394500
South Elgin,IL,Chicago-Naperville-Elgin,Kane County,2794,259777.5,250000,259900,266190,269000
Radcliff,KY,Elizabethtown-Fort Knox,Hardin County,2795,140000,139000,139750,137750,139900
Great Bend,KS,Great Bend,Barton County,2796,119900,125000,125000,124900,128750
Haughton,LA,Shreveport-Bossier City,Bossier Parish,2797,226250,214900,227700,244305,234900
Rhinelander,WI,,Oneida County,2798,159900,159000,164900,171250,174900
Clarkston,WA,Lewiston,Asotin County,2799,212250,214500,218900,227500,227500
Cameron,NC,Dunn,Harnett County,2800,219900,224000,224900,227910,229900
Harrison,MI,Detroit-Warren-Dearborn,Macomb County,2801,224900,242450,225000,249900,249999.5
Monroe,CT,Bridgeport-Stamford-Norwalk,Fairfield County,2802,424900,429000,426950,429900,419000
Haines City,FL,Lakeland-Winter Haven,Polk County,2803,220000,219900,219900,216495,219900
West Saint Paul,MN,Minneapolis-St. Paul-Bloomington,Dakota County,2804,228400,224900,214950,229000,245000
Brevard,NC,Brevard,Transylvania County,2805,349000,349450,359000,359000,365000
Park Forest,IL,Chicago-Naperville-Elgin,Cook County,2806,74900,72900,76000,79855,79900
Auburn,IN,Auburn,De Kalb County,2807,203250,207450,207450,199900,199700
Walterboro,SC,,Colleton County,2808,155500,158990,155995,153990,153000
Laguna Beach,CA,Los Angeles-Long Beach-Anaheim,Orange County,2809,2550000,2562500,2500000,2572500,2500000
Columbia Heights,MN,Minneapolis-St. Paul-Bloomington,Anoka County,2810,2.00E+05,209900,234900,229900,224950
Hudson,MA,Boston-Cambridge-Newton,Middlesex County,2811,399000,379900,384900,384900,379900
Lincoln,IL,Lincoln,Logan County,2812,99900,99900,99900,99900,95200
Rocky Mount,VA,Roanoke,Franklin County,2813,195000,185500,189500,199000,205000
West Mifflin,PA,Pittsburgh,Allegheny County,2814,99900,99900,104450,108000,106950
Oldsmar,FL,Tampa-St. Petersburg-Clearwater,Pinellas County,2815,299373,299000,302261,304233.5,316883
Southbury,CT,New Haven-Milford,New Haven County,2816,269900,269900,269000,259900,269000
Pampa,TX,Pampa,Gray County,2817,122000,120000,121500,117000,116900
Crowley,LA,Lafayette,Acadia Parish,2818,125000,133750,132750,142450,140000
Coralville,IA,Iowa City,Johnson County,2819,284900,279000,269900,270500,270000
Rosedale,MD,Baltimore-Columbia-Towson,Baltimore County,2820,222450,211000,239900,240000,229000
Bloomington,CA,Riverside-San Bernardino-Ontario,San Bernardino County,2821,325000,325000,337000,339000,322500
Concord,MA,Boston-Cambridge-Newton,Middlesex County,2822,1325000,1249500,1275000,1195500,1195000
Rutherfordton,NC,Forest City,Rutherford County,2823,254900,249900,250000,265000,254500
Grayslake,IL,Chicago-Naperville-Elgin,Lake County,2824,215000,225000,225000,239888,239900
Chatham,NJ,New York-Newark-Jersey City,Morris County,2825,1074000,1099000,1099000,1182000,1141450
Forney,TX,Dallas-Fort Worth-Arlington,Kaufman County,2826,279990,279990,281460,279900,279997.5
Norwood,OH,Cincinnati,Hamilton County,2827,139900,139900,149000,159900,170000
Lynbrook,NY,New York-Newark-Jersey City,Nassau County,2828,477000,479000,482000,489000,509000
Cairo,GA,,Grady County,2829,139900,145450,142200,164900,169900
McKeesport,PA,Pittsburgh,Allegheny County,2830,39999,42950,42000,39000,39900
Montville,CT,Norwich-New London,New London County,2831,199900,2.00E+05,209500,213281,219900
Choctaw,OK,Oklahoma City,Oklahoma County,2831,283469.5,294875,288952.5,275000,267450
Jacksonville Beach,FL,Jacksonville,Duval County,2833,467450,459900,477000,474900,475500
Lanham Seabrook,MD,Washington-Arlington-Alexandria,Prince Georges County,2834,299900,3.00E+05,319900,329900,334900
Ionia,MI,Ionia,Ionia County,2835,144000,153950,147000,171400,174900
South Whitehall,PA,Allentown-Bethlehem-Easton,Lehigh County,2836,276990,272550,270445,274900,282490
Debary,FL,Deltona-Daytona Beach-Ormond Beach,Volusia County,2837,269900,269700,270990,279000,276450
Pahoa,HI,Hilo,Hawaii County,2837,2.00E+05,199450,199000,203450,199000
Mineola,NY,New York-Newark-Jersey City,Nassau County,2839,557500,559000,587000,588000,589000
Stephens City,VA,Winchester,Frederick County,2840,299990,299995,312990,309990,305900
Brazil,IN,Terre Haute,Clay County,2841,113500,104900,120400,124900,109950
Bonaire,GA,Warner Robins,Houston County,2842,258115,256660,258115,255900,255000
East Falmouth,MA,Barnstable Town,Barnstable County,2842,445000,484450,449900,449900,450000
Morristown,NJ,New York-Newark-Jersey City,Morris County,2844,419900,424950,449000,439500,489900
Rocky Hill,CT,Hartford-West Hartford-East Hartford,Hartford County,2845,250000,267200,266500,259900,249900
Bourne,MA,Barnstable Town,Barnstable County,2846,439000,439900,444900,449700,449900
Wendell,NC,Raleigh,Wake County,2847,259900,255945,259990,280000,270000
Southeast,NY,New York-Newark-Jersey City,Putnam County,2848,375000,367500,369000,362000,349950
Upper Saint Clair,PA,Pittsburgh,Allegheny County,2849,349450,349000,375000,369700,369900
Bethel,CT,Bridgeport-Stamford-Norwalk,Fairfield County,2850,399995,429995,421072.5,415000,399000
Greencastle,PA,Chambersburg-Waynesboro,Franklin County,2851,229900,239900,264900,275000,275000
Murphy,NC,,Cherokee County,2852,185800,189400,187500,189900,185200
Columbus,NE,Columbus,Platte County,2853,177900,182450,182450,195000,187000
Show Low,AZ,Show Low,Navajo County,2854,299900,289850,289900,296900,289900
Alexander City,AL,Alexander City,Tallapoosa County,2855,171450,177000,189900,198000,2.00E+05
Streator,IL,Ottawa-Peru,La Salle County,2856,59900,59700,59900,62000,65000
Nipomo,CA,San Luis Obispo-Paso Robles-Arroyo Grande,San Luis Obispo County,2857,659500,659750,644000,675000,660000
Oregon,OH,Toledo,Lucas County,2858,129900,129900,144949.5,159900,164900
Lincolnton,NC,Charlotte-Concord-Gastonia,Lincoln County,2859,177000,179450,199900,2.00E+05,219999
Manor,PA,Lancaster,Lancaster County,2859,254950,257450,269467.5,256000,247000
Darby,PA,Philadelphia-Camden-Wilmington,Delaware County,2861,74500,80000,91250,87450,99000
Indianola,IA,Des Moines-West Des Moines,Warren County,2862,220000,229900,239400,249000,249999
Woodstock,IL,Chicago-Naperville-Elgin,McHenry County,2863,236292.5,238245,237900,231665,228687.5
Pittsboro,NC,Durham-Chapel Hill,Chatham County,2864,472000,469500,459500,459700,455000
Angier,NC,Dunn,Harnett County,2865,225900,233900,231400,235000,235000
Coolbaugh,PA,East Stroudsburg,Monroe County,2866,110000,107000,110000,114926,119000
La Crescenta-Montrose,CA,Los Angeles-Long Beach-Anaheim,Los Angeles County,2867,829000,864495,873500,884000,899000
Dayton,TN,Dayton,Rhea County,2868,189000,179900,169900,179000,184450
Wapakoneta,OH,Wapakoneta,Auglaize County,2868,139900,143700,165700,166500,169900
Exeter,PA,Reading,Berks County,2870,184950,174900,179500,179900,191350
Lafayette,GA,Chattanooga,Walker County,2871,144900,138750,144900,149900,144000
Belton,SC,Greenville-Anderson-Mauldin,Anderson County,2872,169900,169900,177650,185000,193000
Arden,NC,Asheville,Buncombe County,2873,389000,389450,415000,399950,424000
Hood River,OR,Hood River,Hood River County,2874,498500,515000,535000,535000,549000
Raymore,MO,Kansas City,Cass County,2875,290500,294975,269900,261250,252500
Forest Lake,MN,Minneapolis-St. Paul-Bloomington,Washington County,2875,349445,352990,349900,358500,349900
Hazelwood,MO,St. Louis,Saint Louis County,2877,93650,99000,95000,98500,104950
Louisville,CO,Boulder,Boulder County,2878,541000,6.00E+05,617500,611950,629900
Glassboro,NJ,Philadelphia-Camden-Wilmington,Gloucester County,2878,184900,179900,175000,179900,178000
Bolivar,MO,Springfield,Polk County,2880,149900,149900,159500,159900,164900
Brookfield,IL,Chicago-Naperville-Elgin,Cook County,2881,254900,269000,269000,269900,265900
Jasper,GA,Atlanta-Sandy Springs-Roswell,Pickens County,2882,3.00E+05,298800,299900,299900,3.00E+05
Portsmouth,OH,Portsmouth,Scioto County,2883,79500,79900,81599.5,79900,79500
Ansonia,CT,New Haven-Milford,New Haven County,2884,199450,199000,214450,224000,220000
Little River,SC,Myrtle Beach-Conway-North Myrtle Beach,Horry County,2885,219900,214900,224900,215900,215900
Oconomowoc,WI,Milwaukee-Waukesha-West Allis,Waukesha County,2886,392400,394900,377900,349900,369900
Minden,LA,Shreveport-Bossier City,Webster Parish,2887,154500,154975,145000,152500,159900
Somerset,MA,Providence-Warwick,Bristol County,2888,289900,289950,312400,309950,324995
Vernon,NJ,New York-Newark-Jersey City,Sussex County,2889,167700,169000,178300,177600,186950
Verona,WI,Madison,Dane County,2890,360900,369900,376450,364700,369900
Upper Allen,PA,Harrisburg-Carlisle,Cumberland County,2891,277990,277990,269990,264990,268450
Sedona,AZ,Prescott,Yavapai County,2892,682000,650000,657000,649999.5,644000
Riverton,WY,Riverton,Fremont County,2893,179900,175000,174700,182250,185000
West Melbourne,FL,Palm Bay-Melbourne-Titusville,Brevard County,2894,268990,259900,263990,264945,269000
Rocky River,OH,Cleveland-Elyria,Cuyahoga County,2895,285000,312000,284900,279900,3.00E+05
Covington,WA,Seattle-Tacoma-Bellevue,King County,2896,469500,482475,481925,488925,496950
Nevada City,CA,Truckee-Grass Valley,Nevada County,2897,493500,495000,499450,525000,525000
Evergreen Park,IL,Chicago-Naperville-Elgin,Cook County,2898,184900,185000,189000,189900,197694
Saint Johns,MI,Lansing-East Lansing,Clinton County,2899,171950,170750,169450,174900,177450
Lockhart,TX,Austin-Round Rock,Caldwell County,2900,230000,222500,227995,229000,227995
Ashland,VA,Richmond,Hanover County,2901,424375,406075,379950,374950,399925
Weaverville,NC,Asheville,Buncombe County,2902,379450,375000,385000,389000,389000
Lahaina,HI,Kahului-Wailuku-Lahaina,Maui County,2903,950000,975000,950000,950000,985000
Silver City,NM,Silver City,Grant County,2904,202000,209500,219500,225000,214500
Oakton,VA,Washington-Arlington-Alexandria,Fairfax County,2905,810000,884450,825000,825000,799000
Hawthorne,NJ,New York-Newark-Jersey City,Passaic County,2906,394000,379900,389000,391000,382450
Corsicana,TX,Corsicana,Navarro County,2907,146000,146750,149950,149900,164500
Mt Olive,NJ,New York-Newark-Jersey City,Morris County,2908,379000,379000,379900,399450,397250
Cortland,NY,Cortland,Cortland County,2909,99900,99900,98900,99900,115000
Sharpsburg,GA,Atlanta-Sandy Springs-Roswell,Coweta County,2910,301500,310000,310000,320512.5,325000
Republic,MO,Springfield,Greene County,2911,175000,169900,175000,172500,175000
Lake Worth Corridor,FL,Miami-Fort Lauderdale-West Palm Beach,Palm Beach County,2912,239990,239990,235000,235000,249546.5
Hybla Valley,VA,Washington-Arlington-Alexandria,Fairfax County,2913,440000,489888,474994.5,467494.5,489999
Berwick,PA,Bloomsburg-Berwick,Columbia County,2914,107950,119700,122500,128750,129900
Tredyffrin,PA,Philadelphia-Camden-Wilmington,Chester County,2915,650000,650000,639900,659000,674000
Bainbridge Island,WA,Bremerton-Silverdale,Kitsap County,2916,778500,824500,855000,899900,939000
Belen,NM,Albuquerque,Valencia County,2917,159000,155000,149500,161499.5,161499.5
Yankton,SD,Yankton,Yankton County,2918,196800,189450,196800,196500,199200
Carlisle,PA,Harrisburg-Carlisle,Cumberland County,2919,150450,155400,165000,164900,164900
Melville,NY,New York-Newark-Jersey City,Suffolk County,2920,788000,793000,804000,8.00E+05,815000
Carencro,LA,Lafayette,Lafayette Parish,2921,179900,178500,177900,179900,178950
Maple Shade,NJ,Philadelphia-Camden-Wilmington,Burlington County,2922,149900,140650,158450,160950,155950
Bensenville,IL,Chicago-Naperville-Elgin,DuPage County,2923,247900,251899.5,254900,254900,255000
Silsbee,TX,Beaumont-Port Arthur,Hardin County,2924,144900,145000,145000,150000,147200
Holly,MI,Detroit-Warren-Dearborn,Oakland County,2925,219900,229400,245900,269900,250000
Tavares,FL,Orlando-Kissimmee-Sanford,Lake County,2926,232745,229900,225000,219900,224950
Mountain Home,ID,Mountain Home,Elmore County,2927,195000,185000,190000,198500,205000
Matawan,NJ,New York-Newark-Jersey City,Monmouth County,2928,349900,372400,379900,379900,384900
Mayfield Heights,OH,Cleveland-Elyria,Cuyahoga County,2929,143000,146950,149500,149900,149900
Brook Park,OH,Cleveland-Elyria,Cuyahoga County,2930,129900,131500,131500,139185.5,137450
Sturgis,MI,Sturgis,Saint Joseph County,2931,162400,165000,153700,163499.5,167000
Farmville,VA,,Prince Edward County,2932,199900,199900,199900,197000,189900
Germantown,WI,Milwaukee-Waukesha-West Allis,Washington County,2933,279900,288450,291950,259900,262400
Howard,WI,Green Bay,Brown County,2934,266200,287900,279900,274900,251950
Pinole,CA,San Francisco-Oakland-Hayward,Contra Costa County,2935,578888,580000,562475,565000,590000
Scarborough,ME,Portland-South Portland,Cumberland County,2936,412500,410000,356975,377000,422000
Guyton,GA,Savannah,Effingham County,2937,224000,219900,221900,229900,224000
Sunny Isles Beach,FL,Miami-Fort Lauderdale-West Palm Beach,Miami-Dade County,2938,839899.5,819000,815000,836950,839888
Truckee,CA,Truckee-Grass Valley,Nevada County,2939,895000,9.00E+05,895000,849000,829500
Limerick,PA,Philadelphia-Camden-Wilmington,Montgomery County,2939,388495,382445,384945,386995,375000
Merrill,WI,Merrill,Lincoln County,2941,109900,109900,124900,128900,129900
Berea,OH,Cleveland-Elyria,Cuyahoga County,2942,155000,149950,150000,150000,149900
Forest Park,OH,Cincinnati,Hamilton County,2943,124900,121900,129900,129400,130000
Logan,OH,Columbus,Hocking County,2944,149900,149900,145000,149900,149900
Monroe,NY,New York-Newark-Jersey City,Orange County,2945,326000,329500,325000,329900,330000
East Moline,IL,Davenport-Moline-Rock Island,Rock Island County,2946,94187,99900,101750,109000,111950
Bellwood,IL,Chicago-Naperville-Elgin,Cook County,2947,160000,159500,169000,164900,169700
Cinco Ranch,TX,Houston-The Woodlands-Sugar Land,Fort Bend County,2948,375000,385000,375000,389000,396500
Harrison,OH,Cincinnati,Hamilton County,2949,219750,216245,240945,224985,217250
Bethany,OK,Oklahoma City,Oklahoma County,2950,139450,125975,130000,142450,137950
Secaucus,NJ,New York-Newark-Jersey City,Hudson County,2951,5.00E+05,489834,484450,437503,475000
Malibu,CA,Los Angeles-Long Beach-Anaheim,Los Angeles County,2952,3498500,3500000,3500000,3545000,3450000
Alpine,CA,San Diego-Carlsbad,San Diego County,2952,649000,649950,654500,690000,732000
Kingsland,GA,St. Marys,Camden County,2954,194900,191500,189000,187000,186995
Big Lake,MN,Minneapolis-St. Paul-Bloomington,Sherburne County,2955,259450,251450,259900,259900,259900
Pace,FL,Pensacola-Ferry Pass-Brent,Santa Rosa County,2955,249600,246400,246400,245900,240000
Pinecrest,FL,Miami-Fort Lauderdale-West Palm Beach,Miami-Dade County,2957,1324999.5,1297000,1249500,1299000,1290000
Manvel,TX,Houston-The Woodlands-Sugar Land,Brazoria County,2958,319990,322106,320000,322990,320900
Augusta,ME,Augusta-Waterville,Kennebec County,2959,159000,159700,168700,167250,169900
Taylor,TX,Austin-Round Rock,Williamson County,2960,209800,199949.5,203875,208900,213552.5
Gaylord,MI,,Otsego County,2961,164450,159450,164000,165000,164900
Atmore,AL,Atmore,Escambia County,2962,124900,119900,117400,109900,124900
Belgrade,MT,Bozeman,Gallatin County,2963,339000,339000,339000,337900,339900
New Cumberland,PA,Harrisburg-Carlisle,Cumberland County,2964,189900,199000,199900,199900,234445
Byron,GA,Warner Robins,Peach County,2965,174900,174950,174900,176450,180250
Hermosa Beach,CA,Los Angeles-Long Beach-Anaheim,Los Angeles County,2966,1729000,1699000,1699000,1699000,1699000
Wilton,CT,Bridgeport-Stamford-Norwalk,Fairfield County,2967,839250,855000,849000,827000,809500
Grenada,MS,Grenada,Grenada County,2968,142250,141700,143500,148500,145000
Chickamauga,GA,Chattanooga,Walker County,2969,170000,170000,185000,2.00E+05,197750
Whitehall,OH,Columbus,Franklin County,2969,109900,108900,109900,119900,111950
Trenton,MI,Detroit-Warren-Dearborn,Wayne County,2971,129900,126450,135250,137450,146950
Prineville,OR,Prineville,Crook County,2972,287000,284450,296250,283900,299990
Miami,OK,Miami,Ottawa County,2973,69900,69900,74900,82900,85000
Shawano,WI,Shawano,Shawano County,2974,124450,127400,133450,133450,135000
Westborough,MA,Worcester,Worcester County,2975,444900,478950,484450,535000,550000
Greencastle,IN,Indianapolis-Carmel-Anderson,Putnam County,2976,144900,144900,159900,144900,136000
Sudbury,MA,Boston-Cambridge-Newton,Middlesex County,2977,758805,777125,781915,780907.5,799000
Lewes,DE,Salisbury,Sussex County,2978,394920.5,394920.5,389900,397840,389990
Saco,ME,Portland-South Portland,York County,2979,333600,369500,364250,365800,369500
Dover,NJ,New York-Newark-Jersey City,Morris County,2980,289900,262500,294450,307350,299000
McKinleyville,CA,Eureka-Arcata-Fortuna,Humboldt County,2981,365000,324000,338950,359900,353400
South Burlington,VT,Burlington-South Burlington,Chittenden County,2982,419450,399500,403750,405000,421750
Red Wing,MN,Red Wing,Goodhue County,2983,221354,216200,239950,225000,227500
Garfield,MI,Traverse City,Grand Traverse County,2984,285000,296250,277650,289900,289900
Franklinton,LA,Bogalusa,Washington Parish,2985,190000,202500,215000,229000,2.00E+05
Flushing,MI,Flint,Genesee County,2986,154450,159900,164500,161250,166500
Hampton,PA,Pittsburgh,Allegheny County,2987,288450,287900,306450,322450,322450
Coshocton,OH,Coshocton,Coshocton County,2988,89394,91900,94900,89900,86576
Fillmore,CA,Oxnard-Thousand Oaks-Ventura,Ventura County,2989,459900,450000,450000,487000,5.00E+05
Lusby,MD,Washington-Arlington-Alexandria,Calvert County,2990,229900,234900,237000,249900,258000
Point Pleasant,NJ,New York-Newark-Jersey City,Ocean County,2990,424500,432500,449000,449000,441447.5
Alsip,IL,Chicago-Naperville-Elgin,Cook County,2992,182450,180000,189000,189900,189900
Carthage,MS,,Leake County,2993,110000,99800,99800,114000,129900
Hayden,ID,Coeur d'Alene,Kootenai County,2994,384250,375450,376507,395000,415000
Tuscumbia,AL,Florence-Muscle Shoals,Colbert County,2995,154500,149900,157400,149900,159900
Labelle,FL,Clewiston,Hendry County,2996,159900,159900,159950,160000,167500
Orinda,CA,San Francisco-Oakland-Hayward,Contra Costa County,2997,1499000,1695000,1655000,1695000,1662500
Bedford,VA,Lynchburg,Bedford County,2998,189450,194900,192900,192900,194500
Sherrelwood,CO,Denver-Aurora-Lakewood,Adams County,2999,325000,330000,330000,339986.5,337450
East Peoria,IL,Peoria,Tazewell County,3000,139900,144400,139900,149450,139900
Clackamas,OR,Portland-Vancouver-Hillsboro,Clackamas County,3001,435000,477475,467000,449900,440000
Fletcher,NC,Asheville,Henderson County,3002,338000,349900,333900,334500,349900
Bristol,PA,Philadelphia-Camden-Wilmington,Bucks County,3003,212400,203950,207900,2.00E+05,210000
Lower Allen,PA,Harrisburg-Carlisle,Cumberland County,3004,220990,239695,239990,239900,229945
Palmyra,VA,Charlottesville,Fluvanna County,3005,249000,246290,244900,249900,249990
Taft,CA,Bakersfield,Kern County,3006,134500,134000,138900,143899,143700
Greenville,MI,Grand Rapids-Wyoming,Montcalm County,3007,179900,176600,177600,189100,189595
Cascade,MI,Grand Rapids-Wyoming,Kent County,3008,464000,435000,499950,498000,509900
Rutherford,NJ,New York-Newark-Jersey City,Bergen County,3009,499500,5.00E+05,520000,509500,499949.5
Scottsbluff,NE,Scottsbluff,Scotts Bluff County,3010,150000,155000,159750,174500,167250
Wheatfield,NY,Buffalo-Cheektowaga-Niagara Falls,Niagara County,3011,204000,229900,244450,249900,249950
Eastlake,OH,Cleveland-Elyria,Lake County,3012,119950,120000,124900,129000,129900
Altoona,IA,Des Moines-West Des Moines,Polk County,3013,260000,268650,265750,265900,263450
Heber City,UT,Heber,Wasatch County,3014,699000,659000,729000,675000,632500
Oneonta,NY,Oneonta,Otsego County,3015,162450,172200,174750,179900,177000
Rotterdam,NY,Albany-Schenectady-Troy,Schenectady County,3016,179500,183900,174900,179900,182900
Forest Hill,MD,Baltimore-Columbia-Towson,Harford County,3017,470743,475644,472624,470641.5,468021.5
Sauk Rapids,MN,St. Cloud,Benton County,3018,209900,219000,219900,218900,217900
Jacksonville,IL,Jacksonville,Morgan County,3019,115400,109900,115900,114900,132400
Avon,CT,Hartford-West Hartford-East Hartford,Hartford County,3020,350000,359500,354900,369900,379000
Allegan,MI,Holland,Allegan County,3021,154900,155000,162450,169900,169900
Sandy,OR,Portland-Vancouver-Hillsboro,Clackamas County,3022,394400,399900,399900,402950,385000
Exton,PA,Philadelphia-Camden-Wilmington,Chester County,3023,439900,477450,485950,464000,450000
Bryant,AR,Little Rock-North Little Rock-Conway,Saline County,3024,183000,195000,194300,194900,193999.5
Kapaa,HI,Kapaa,Kauai County,3025,674900,669000,650000,650000,645000
Mason,MI,Lansing-East Lansing,Ingham County,3026,170900,177450,194950,197400,191450
Grand Rapids,MN,Grand Rapids,Itasca County,3026,179900,177000,179000,179900,179700
Concord,OH,Cleveland-Elyria,Lake County,3028,297000,279900,309500,322200,293500
Holden,MA,Worcester,Worcester County,3029,389990,399990,399990,399990,399990
Grafton,MA,Worcester,Worcester County,3029,432000,389950,399000,389800,399900
Erie,CO,Greeley,Weld County,3031,539900,546490,541495,549990,550000
Temple,GA,Atlanta-Sandy Springs-Roswell,Carroll County,3032,169900,164900,164900,164900,165000
Lafollette,TN,Knoxville,Campbell County,3033,177450,175000,179900,179900,190000
Oakland,MI,Detroit-Warren-Dearborn,Oakland County,3034,599000,572450,559950,597900,549900
Semmes,AL,Mobile,Mobile County,3035,164900,159900,168300,162400,187400
Prospect,KY,Louisville/Jefferson County,Jefferson County,3035,495500,492000,497250,517000,522250
Murphy,TX,Dallas-Fort Worth-Arlington,Collin County,3037,384500,439990,445000,432450,415000
Bellaire,TX,Houston-The Woodlands-Sugar Land,Harris County,3038,799900,847000,939999,899999.5,899444
Pembroke,MA,Boston-Cambridge-Newton,Plymouth County,3039,499000,527500,519450,469900,489900
Great Falls,VA,Washington-Arlington-Alexandria,Fairfax County,3040,1542000,1399900,1399000,1350000,1300000
Okmulgee,OK,Tulsa,Okmulgee County,3041,79500,89500,90660.5,95000,95000
Winthrop,MA,Boston-Cambridge-Newton,Suffolk County,3042,459950,489000,469515.5,471565.5,499000
Sharon,MA,Boston-Cambridge-Newton,Norfolk County,3043,529900,599888,579900,599900,629000
Columbia,MS,,Marion County,3044,128800,134500,132900,138250,144750
Collinsville,OK,Tulsa,Tulsa County,3045,204750,202896,203048,195705,189700
Bucyrus,OH,Bucyrus,Crawford County,3046,89900,88700,89900,89900,79900
New Haven,IN,Fort Wayne,Allen County,3047,129900,124900,134900,140000,148900
