RegionName,State,Metro,CountyName,SizeRank,Jan-19,Feb-19,Mar-19,Apr-19,May-19
Farmingville,NY,New York-Newark-Jersey City,Suffolk County,3047,354495,389000,382499.5,389495,389000
Dumont,NJ,New York-Newark-Jersey City,Bergen County,3049,409000,395000,399000,404000,395000
East Greenbush,NY,Albany-Schenectady-Troy,Rensselaer County,3050,271450,272350,250000,249900,265000
Hopkins,MN,Minneapolis-St. Paul-Bloomington,Hennepin County,3051,260000,289450,279000,245000,259900
Westbrook,ME,Portland-South Portland,Cumberland County,3052,241200,245000,265000,254000,279900
Owego,NY,Binghamton,Tioga County,3052,146500,139900,142000,159900,168079
Ogden,NY,Rochester,Monroe County,3054,174900,179900,182500,214900,214900
Mokena,IL,Chicago-Naperville-Elgin,Will County,3055,329000,343900,349950,349900,349000
Princeton,MN,Minneapolis-St. Paul-Bloomington,Mille Lacs County,3056,249900,241950,267450,275000,284900
Tipp City,OH,Dayton,Miami County,3057,233950,235000,238000,242990,242990
Vinton,VA,Roanoke,Roanoke County,3058,189950,189950,189950,198475,195000
Windsor,PA,York-Hanover,York County,3059,248549,253823,251463,253263,254022
Decatur,TX,Dallas-Fort Worth-Arlington,Wise County,3060,312500,347450,342502.5,355000,359400
Tinton Falls,NJ,New York-Newark-Jersey City,Monmouth County,3061,345000,360000,369500,369450,369000
Waukee,IA,Des Moines-West Des Moines,Dallas County,3062,284680,282874.5,280000,279900,279900
South Hadley,MA,Springfield,Hampshire County,3062,246925,249900,249450,244000,249900
Lackawanna,NY,Buffalo-Cheektowaga-Niagara Falls,Erie County,3064,116450,127950,124900,124900,114900
Effingham,IL,Effingham,Effingham County,3065,169900,178000,172000,169900,178000
Homewood,IL,Chicago-Naperville-Elgin,Cook County,3066,155000,155900,169000,171450,168000
Vancleave,MS,Gulfport-Biloxi-Pascagoula,Jackson County,3067,213950,220000,229750,236200,229500
Purcellville,VA,Washington-Arlington-Alexandria,Loudoun County,3068,595995,595000,599495,624500,649999
Pennsauken,NJ,Philadelphia-Camden-Wilmington,Camden County,3069,125000,109000,115750,121545,120125
Back Mountain,PA,Scranton--Wilkes-Barre--Hazleton,Luzerne County,3070,256900,252350,248000,249000,249000
Peyton,CO,Colorado Springs,El Paso County,3071,357500,359900,368750,375000,375000
Steamboat Springs,CO,Steamboat Springs,Routt County,3072,745000,724000,699000,695000,691950
Cudahy,WI,Milwaukee-Waukesha-West Allis,Milwaukee County,3073,148200,139900,156450,162900,163000
Yulee,FL,Jacksonville,Nassau County,3074,248900,256250,257900,250225.5,242784.5
Clive,IA,Des Moines-West Des Moines,Polk County,3075,336500,352500,345815,349900,355000
Safford,AZ,Safford,Graham County,3076,158500,160000,169900,170000,174000
Floral Park,NY,New York-Newark-Jersey City,Nassau County,3077,639545,648000,648000,665000,670000
Ripley,TN,,Lauderdale County,3078,87000,92300,83750,74500,70500
Goffstown,NH,Manchester-Nashua,Hillsborough County,3079,286200,295000,319900,289900,289900
Kings Park,NY,New York-Newark-Jersey City,Suffolk County,3080,474999,484500,493250,499000,499000
Ripon,CA,Stockton-Lodi,San Joaquin County,3081,524390,529000,503495,514480,514480
Delhi,MI,Lansing-East Lansing,Ingham County,3082,249900,248450,249900,249900,255900
Monticello,KY,,Wayne County,3083,165000,153450,164450,157000,169900
Newburyport,MA,Boston-Cambridge-Newton,Essex County,3084,649900,649900,679000,685000,659900
Somerset,PA,Somerset,Somerset County,3085,130000,130000,134900,127700,130000
Aztec,NM,Farmington,San Juan County,3086,202200,199400,202200,199400,196500
Madison,CT,New Haven-Milford,New Haven County,3087,499900,509900,518700,499450,494500
Rosedale,CA,Bakersfield,Kern County,3088,409000,409000,404999.5,415000,430000
Plainville,CT,Hartford-West Hartford-East Hartford,Hartford County,3089,189900,199923,199900,204000,201950
Rockmart,GA,Cedartown,Polk County,3090,160000,155900,149950,159900,163200
Groton,CT,Norwich-New London,New London County,3090,240000,249900,249900,249900,256950
Port Allen,LA,Baton Rouge,West Baton Rouge Parish,3092,210000,215000,219000,228750,220500
Canton,NC,Asheville,Haywood County,3093,230000,225000,219900,239000,248000
Frankfort,IL,Chicago-Naperville-Elgin,Will County,3094,415000,409000,412450,419900,419450
Anacortes,WA,Mount Vernon-Anacortes,Skagit County,3095,542500,542000,547700,539000,557700
El Reno,OK,Oklahoma City,Canadian County,3096,136700,135917.5,134900,138210,139380
Grand Rapids,MI,Grand Rapids-Wyoming,Kent County,3097,359092,339900,364710,350000,364900
Selah,WA,Yakima,Yakima County,3098,325000,360000,360000,367250,353450
Copley,OH,Akron,Summit County,3098,279900,277995,315220,299900,310249.5
Makawao,HI,Kahului-Wailuku-Lahaina,Maui County,3100,758000,810000,725000,727500,749000
Cedar Springs,MI,Grand Rapids-Wyoming,Kent County,3101,234900,237600,236600,238300,233595
Windham,ME,Portland-South Portland,Cumberland County,3102,249950,259900,280000,315000,319900
Othello,WA,Othello,Adams County,3103,240000,255000,259450,239999,259000
Dover,OH,New Philadelphia-Dover,Tuscarawas County,3103,145000,149900,154900,159400,175000
Tallmadge,OH,Akron,Summit County,3105,182400,169900,169900,179900,194750
Sandpoint,ID,Sandpoint,Bonner County,3106,387000,399250,382250,405450,394900
Pulaski,TN,,Giles County,3106,149450,154900,149600,152900,174900
Cottage Grove,OR,Eugene,Lane County,3108,287450,295995,294750,279900,269000
Rockland,MA,Boston-Cambridge-Newton,Plymouth County,3109,336950,329900,332450,327000,329950
Bridgeport,WV,Clarksburg,Harrison County,3110,279800,301147,304450,294900,298500
Sparta,WI,,Monroe County,3111,189000,184900,185000,185000,195000
Bon Air,VA,Richmond,Chesterfield County,3112,246904,267475,257350,239450,259900
Buda,TX,Austin-Round Rock,Hays County,3113,274720,279972,278895,278670,277990
Richlands,NC,Jacksonville,Onslow County,3114,165000,162500,164437.5,165000,165000
Saint Michael,MN,Minneapolis-St. Paul-Bloomington,Wright County,3115,403835,429900,385000,377490,375000
Roscoe,IL,Rockford,Winnebago County,3116,189900,192500,184900,189900,189900
Rose Hill,VA,Washington-Arlington-Alexandria,Fairfax County,3117,559950,587000,587000,599000,554993.5
Lexington,TN,,Henderson County,3118,147500,149900,148916,148900,164900
Whiteville,NC,,Columbus County,3119,156000,145000,143950,140000,145000
Griffith,IN,Chicago-Naperville-Elgin,Lake County,3120,149900,149900,150000,159900,159900
Eastman,GA,,Dodge County,3121,149000,139450,145950,139400,138950
Lake Forest,IL,Chicago-Naperville-Elgin,Lake County,3122,899000,875000,869500,889000,895000
La Grange,NY,New York-Newark-Jersey City,Dutchess County,3123,332500,335000,358500,375500,378000
Greenfield,MA,Greenfield Town,Franklin County,3124,199900,2.00E+05,199900,199900,209000
Sault Sainte Marie,MI,Sault Ste. Marie,Chippewa County,3125,106250,115000,118500,119000,109900
Gulf Breeze,FL,Pensacola-Ferry Pass-Brent,Santa Rosa County,3126,389900,375000,399000,399990,399949.5
Angola,IN,Angola,Steuben County,3127,229700,229500,227250,229500,227000
Suitland-Silver Hill,MD,Washington-Arlington-Alexandria,Prince Georges County,3128,196647,202400,217000,239000,249500
Stonington,CT,Norwich-New London,New London County,3129,474500,448750,449500,447000,459250
Ruston,LA,Ruston,Lincoln Parish,3130,264500,249950,249950,240000,237750
Saint Joseph,MI,Niles-Benton Harbor,Berrien County,3131,307998,315900,299900,299900,306950
Hutchinson,MN,Hutchinson,McLeod County,3131,209900,199950,192450,189950,194000
Hartford,WI,Milwaukee-Waukesha-West Allis,Washington County,3133,225000,225000,230000,229900,237400
New Richmond,WI,Minneapolis-St. Paul-Bloomington,Saint Croix County,3134,261900,257950,256000,259900,264950
Ashland,MA,Boston-Cambridge-Newton,Middlesex County,3135,462998,466250,467500,415000,422400
Mukilteo,WA,Seattle-Tacoma-Bellevue,Snohomish County,3136,619475,617000,624900,644995,619950
Cambridge,MD,Cambridge,Dorchester County,3137,223495,204445,219000,223495,223495
Smithfield,VA,Virginia Beach-Norfolk-Newport News,Isle of Wight County,3138,309950,321850,325000,329900,337675
Saint Helens,OR,Portland-Vancouver-Hillsboro,Columbia County,3139,319500,299450,329000,327000,324950
Lowell,IN,Chicago-Naperville-Elgin,Lake County,3140,199500,209000,209000,224955,245447.5
Glenvar Heights,FL,Miami-Fort Lauderdale-West Palm Beach,Miami-Dade County,3141,504450,5.00E+05,520000,509950,509000
Beckley,WV,Beckley,Raleigh County,3142,112747.5,114900,114900,110000,117750
Watkinsville,GA,Athens-Clarke County,Oconee County,3142,399000,399450,399450,395000,399000
Riverbank,CA,Modesto,Stanislaus County,3144,335000,335000,350000,357500,356000
Manchester,PA,York-Hanover,York County,3145,222400,249900,249900,262400,250000
Foxborough,MA,Boston-Cambridge-Newton,Norfolk County,3146,486950,499000,499900,519900,504999.5
Sterling,CO,Sterling,Logan County,3147,179900,177450,191700,174450,173900
Franklin,KY,,Simpson County,3148,172900,169825,170000,175000,177900
Sevierville,TN,Sevierville,Sevier County,3149,218495,220850,220850,234842.5,233495
Siler City,NC,Durham-Chapel Hill,Chatham County,3150,225000,199500,197250,195000,197250
Danville,IN,Indianapolis-Carmel-Anderson,Hendricks County,3151,206500,2.00E+05,205000,225000,222450
Madisonville,TN,,Monroe County,3152,168650,179900,179900,179450,179900
Lincoln,RI,Providence-Warwick,Providence County,3153,379000,361000,360450,372450,364999
Scott,PA,Pittsburgh,Allegheny County,3154,169900,169929.5,179900,169900,184900
White Hall,AR,Pine Bluff,Jefferson County,3155,134949.5,122950,125000,125000,127450
Union,MO,St. Louis,Franklin County,3156,164500,161200,169900,169900,178500
Okatie,SC,Hilton Head Island-Bluffton-Beaufort,Beaufort County,3157,309900,314000,313610,314407,299900
Overland,MO,St. Louis,Saint Louis County,3158,93250,89900,95000,95000,94950
Union,NY,Binghamton,Broome County,3158,144950,141400,149900,157000,149900
Alamo,CA,San Francisco-Oakland-Hayward,Contra Costa County,3160,1890000,1998000,1999000,2099000,1899000
Belle Chasse,LA,New Orleans-Metairie,Plaquemines Parish,3161,292000,305000,325000,333450,335000
Stillwater,MN,Minneapolis-St. Paul-Bloomington,Washington County,3162,389900,389900,375995,375000,375000
Steubenville,OH,Weirton-Steubenville,Jefferson County,3163,79900,79200,85000,85000,82000
Corydon,IN,Louisville/Jefferson County,Harrison County,3164,185000,209950,204900,199900,164950
Milford,DE,Salisbury,Sussex County,3165,239990,241990,249900,249900,244990
Hinsdale,IL,Chicago-Naperville-Elgin,DuPage County,3166,995000,979900,999000,999000,995000
Corning,NY,Corning,Steuben County,3167,129000,119900,129000,129250,135700
Wayne,MI,Detroit-Warren-Dearborn,Wayne County,3168,95000,99000,99900,104900,114900
Wyckoff,NJ,New York-Newark-Jersey City,Bergen County,3169,789900,729500,749450,777000,799000
Ludington,MI,Ludington,Mason County,3170,184950,174900,183600,189000,182300
Magnolia,AR,Magnolia,Columbia County,3171,179450,179977,177450,175000,182000
Columbia,KY,,Adair County,3172,139900,140900,149900,159900,149900
Callahan,FL,Jacksonville,Nassau County,3173,229900,230000,236950,239700,252450
Madison Heights,VA,Lynchburg,Amherst County,3173,185000,184900,169900,169900,179949.5
Rayne,LA,Lafayette,Acadia Parish,3175,155000,155000,162000,155000,155000
Cedarburg,WI,Milwaukee-Waukesha-West Allis,Ozaukee County,3176,385000,385000,415000,419950,424900
Wappinger,NY,New York-Newark-Jersey City,Dutchess County,3176,279000,270450,285000,280000,289900
South Orange,NJ,New York-Newark-Jersey City,Essex County,3178,624900,6.00E+05,612450,615000,617450
Aston,PA,Philadelphia-Camden-Wilmington,Delaware County,3179,234450,245000,255000,249950,245000
Lewiston,NY,Buffalo-Cheektowaga-Niagara Falls,Niagara County,3180,219900,224500,238750,229990,229000
North Druid Hills,GA,Atlanta-Sandy Springs-Roswell,Dekalb County,3181,479950,486400,486400,475000,476800
North Ogden,UT,Ogden-Clearfield,Weber County,3182,349450,328499.5,334900,335000,329947.5
Morton,IL,Peoria,Tazewell County,3183,179900,184900,184900,188900,193500
Gorham,ME,Portland-South Portland,Cumberland County,3184,309900,309900,324000,299950,332200
New Hartford,NY,Utica-Rome,Oneida County,3185,202900,199900,194900,194900,192500
Rancho Mirage,CA,Riverside-San Bernardino-Ontario,Riverside County,3186,648499.5,622500,615000,629000,599974.5
Harrisburg,NC,Charlotte-Concord-Gastonia,Cabarrus County,3187,339995,339500,339900,335000,327599
Perryville,MO,,Perry County,3188,139900,139450,139900,149900,149900
Springfield,NJ,New York-Newark-Jersey City,Union County,3189,443450,467999.5,495000,495000,499000
Bridgeview,IL,Chicago-Naperville-Elgin,Cook County,3190,190000,198750,209900,225000,225000
Lugoff,SC,Columbia,Kershaw County,3191,169900,174900,174900,169900,171450
Pickens,SC,Greenville-Anderson-Mauldin,Pickens County,3192,199000,197000,189250,184900,187000
Rye,NY,New York-Newark-Jersey City,Westchester County,3193,2095000,2250000,2195000,2095000,2122500
Buckley,WA,Seattle-Tacoma-Bellevue,Pierce County,3193,440000,439950,423900,439925,452900
Coolidge,AZ,Phoenix-Mesa-Scottsdale,Pinal County,3195,169000,165950,167999.5,165000,166000
Brookfield,CT,Bridgeport-Stamford-Norwalk,Fairfield County,3196,386250,399900,389900,420000,429000
Moraga,CA,San Francisco-Oakland-Hayward,Contra Costa County,3197,1199000,1295000,1425000,1349500,1390000
Astoria,OR,Astoria,Clatsop County,3198,307450,309000,332449.5,349000,350000
Mesquite,NV,Las Vegas-Henderson-Paradise,Clark County,3199,259900,265000,268500,265000,265000
Hannibal,MO,Hannibal,Marion County,3200,123900,121900,128250,145000,142500
Roosevelt,NY,New York-Newark-Jersey City,Nassau County,3201,362499.5,328355,365000,369000,360000
Artesia,CA,Los Angeles-Long Beach-Anaheim,Los Angeles County,3202,574900,518888,504444,579000,566950
Dayton,NV,Fernley,Lyon County,3203,325000,323500,339500,339450,329450
Hockley,TX,Houston-The Woodlands-Sugar Land,Harris County,3204,239400,235990,234990,235990,234990
Butler,PA,Pittsburgh,Butler County,3205,174900,169900,169900,189900,189000
Amesbury,MA,Boston-Cambridge-Newton,Essex County,3206,325000,359450,354450,398999.5,410000
Mountain Top,PA,Scranton--Wilkes-Barre--Hazleton,Luzerne County,3207,259450,249900,254400,239900,231500
Starke,FL,,Bradford County,3208,162450,159900,159900,159900,150000
El Segundo,CA,Los Angeles-Long Beach-Anaheim,Los Angeles County,3209,1150000,1195000,1199000,1249500,1179000
Pleasanton,TX,San Antonio-New Braunfels,Atascosa County,3210,232500,215250,235675,224900,230635.5
Concord,MO,St. Louis,Saint Louis County,3211,249000,249900,267900,250000,244900
Lake Zurich,IL,Chicago-Naperville-Elgin,Lake County,3212,347400,349900,349900,349900,349000
Savannah,TN,,Hardin County,3213,189900,189000,196750,204900,228900
Webster,MA,Worcester,Worcester County,3213,269900,266950,282450,279900,259900
Bellingham,MA,Boston-Cambridge-Newton,Norfolk County,3215,339450,336450,361950,369900,379900
Willimantic,CT,Worcester,Windham County,3216,115000,126000,129900,139000,140350
Chipley,FL,,Washington County,3217,174900,169999,163815,164407,155000
Sanford,ME,Portland-South Portland,York County,3218,219900,210000,204900,209900,216000
Humboldt,TN,,Gibson County,3219,89450,91200,89000,93450,89900
Forsyth,GA,Macon-Bibb County,Monroe County,3220,344900,347450,344950,329000,333700
Denville,NJ,New York-Newark-Jersey City,Morris County,3221,425000,425000,425000,449250,475000
Marble Falls,TX,,Burnet County,3222,357990,340228,337490,356840.5,345081.5
Johnston,IA,Des Moines-West Des Moines,Polk County,3223,339000,341400,325400,324900,324900
Bonita,CA,San Diego-Carlsbad,San Diego County,3224,650000,7.00E+05,695000,699450,765000
Burley,ID,Burley,Cassia County,3225,193450,216450,217900,229900,238000
King,NC,Winston-Salem,Stokes County,3226,193500,179900,205000,179900,187450
Lowell,MI,Grand Rapids-Wyoming,Kent County,3227,324900,350000,345000,360000,336900
Setauket,NY,New York-Newark-Jersey City,Suffolk County,3228,556750,549000,549000,569000,572450
Bristol,RI,Providence-Warwick,Bristol County,3229,375000,384900,354500,360000,369000
Eaton,OH,,Preble County,3230,134900,139900,144700,143695,139900
Cortland,OH,Youngstown-Warren-Boardman,Trumbull County,3231,147000,142500,142500,139900,142500
Helena,AL,Birmingham-Hoover,Shelby County,3232,311450,306900,302900,296900,299900
Lemay,MO,St. Louis,Saint Louis County,3233,110000,109900,109900,109900,108900
Sunset,FL,Miami-Fort Lauderdale-West Palm Beach,Miami-Dade County,3234,445950,452497.5,450000,449500,450000
Wolcott,CT,New Haven-Milford,New Haven County,3235,257500,249900,249900,249900,243450
Delran,NJ,Philadelphia-Camden-Wilmington,Burlington County,3236,234950,237500,251950,249900,247000
Lumberton,TX,Beaumont-Port Arthur,Hardin County,3237,234500,242400,240950,266450,270000
Dallas,NC,Charlotte-Concord-Gastonia,Gaston County,3238,179945,183445,182490,179990,176990
Barre,VT,Barre,Washington County,3239,174900,174900,174900,174900,179000
Franklin,NJ,Philadelphia-Camden-Wilmington,Gloucester County,3240,164500,159450,169900,174200,179949.5
Hyde Park,NY,New York-Newark-Jersey City,Dutchess County,3241,254900,254900,252000,252000,251000
Dickinson,TX,Houston-The Woodlands-Sugar Land,Galveston County,3242,210000,212450,225000,229765,227490
New Milford,NJ,New York-Newark-Jersey City,Bergen County,3243,424999,414500,416500,425000,445900
Hanover,MD,Baltimore-Columbia-Towson,Anne Arundel County,3244,399900,399619,398495,399000,392990
Plaquemine,LA,Baton Rouge,Iberville Parish,3245,159900,159900,159900,159900,160000
Southbridge,MA,Worcester,Worcester County,3246,189900,205468,229900,212400,189950
